frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
220,8.0,[523.7906494140625 920.5054931640625 622.0335693359375 963.4473876953125],[523.7906494140625 920.5054931640625 622.0335693359375 963.4473876953125],0.6468992829322815,KH05ZZK,0.10433578621957468
221,8.0,[519.692626953125 923.5386962890625 618.3502197265625 968.27587890625],[519.692626953125 923.5386962890625 618.3502197265625 968.27587890625],0.6263960599899292,KH05ZZK,0.39538376082605775
222,8.0,[514.2122192382812 929.8447265625 616.306884765625 971.6334228515625],[514.2122192382812 929.8447265625 616.306884765625 971.6334228515625],0.6016249060630798,KN05ZZK,0.3948494661150733
223,8.0,[514.8612670898438 932.2099609375 614.9196166992188 972.3602294921875],[514.8612670898438 932.2099609375 614.9196166992188 972.3602294921875],0.6059505343437195,KH05ZZK,0.15070065090070536
235,8.0,[492.1372375488281 979.7583618164062 599.6285400390625 1022.4453735351562],[492.1372375488281 979.7583618164062 599.6285400390625 1022.4453735351562],0.6488914489746094,KH05ZZK,0.6213833897072374
238,8.0,[485.3158264160156 990.2698974609375 593.4979248046875 1040.4012451171875],[485.3158264160156 990.2698974609375 593.4979248046875 1040.4012451171875],0.6246304512023926,KH05ZZK,0.451293970377228
239,8.0,[482.99688720703125 994.8477172851562 593.841796875 1044.644287109375],[482.99688720703125 994.8477172851562 593.841796875 1044.644287109375],0.6553090214729309,KH05ZZK,0.2401562812994619
241,8.0,[478.283935546875 1003.9828491210938 590.0864868164062 1053.91357421875],[478.283935546875 1003.9828491210938 590.0864868164062 1053.91357421875],0.6574376225471497,RN05ZZK,0.1294310482422663
242,8.0,[478.66302490234375 1007.0845947265625 590.8630981445312 1057.0855712890625],[478.66302490234375 1007.0845947265625 590.8630981445312 1057.0855712890625],0.664027214050293,RN05ZIK,0.16774525308762042
243,8.0,[477.5311279296875 1014.384521484375 588.3435668945312 1063.7611083984375],[477.5311279296875 1014.384521484375 588.3435668945312 1063.7611083984375],0.6852817535400391,RH05ZZK,0.36667481485097614
244,8.0,[477.5635070800781 1017.2883911132812 586.911865234375 1066.6102294921875],[477.5635070800781 1017.2883911132812 586.911865234375 1066.6102294921875],0.6873006820678711,KH05ZZK,0.33922662232083595
250,312.0,[1273.41259765625 703.7404174804688 1333.05126953125 727.773193359375],[1273.41259765625 703.7404174804688 1333.05126953125 727.773193359375],0.2587636709213257,TY51MAG,0.3189475135640977
260,312.0,[1272.4559326171875 726.6419677734375 1338.0465087890625 754.9669189453125],[1272.4559326171875 726.6419677734375 1338.0465087890625 754.9669189453125],0.27734851837158203,EY61MBC,0.2547770624670883
261,312.0,[1272.1666259765625 723.1126098632812 1339.960205078125 758.87255859375],[1272.1666259765625 723.1126098632812 1339.960205078125 758.87255859375],0.47025156021118164,EY61MBG,0.17138361226511656
262,312.0,[1276.3720703125 722.5164794921875 1340.4737548828125 764.7706298828125],[1276.3720703125 722.5164794921875 1340.4737548828125 764.7706298828125],0.43313586711883545,EY61MBD,0.3823966752771341
268,312.0,[1274.657470703125 741.425537109375 1350.93798828125 776.6817626953125],[1274.657470703125 741.425537109375 1350.93798828125 776.6817626953125],0.3562820553779602,EY61NBG,0.16422709942510094
270,17.0,[571.940185546875 925.1697998046875 665.337646484375 966.532958984375],[571.940185546875 925.1697998046875 665.337646484375 966.532958984375],0.4275834858417511,FJ14ZHY,0.24896515801571015
270,312.0,[1284.6455078125 744.4791870117188 1348.076416015625 776.3519897460938],[1284.6455078125 744.4791870117188 1348.076416015625 776.3519897460938],0.4271453619003296,EY61MBE,0.3162912062865328
272,17.0,[569.7607421875 931.1914672851562 661.9058837890625 971.0407104492188],[569.7607421875 931.1914672851562 661.9058837890625 971.0407104492188],0.540928840637207,FJ14ZHY,0.16941083340527563
272,312.0,[1285.27978515625 748.7462768554688 1348.624267578125 781.5858764648438],[1285.27978515625 748.7462768554688 1348.624267578125 781.5858764648438],0.37804049253463745,EY61NBC,0.1305386630936612
274,312.0,[1281.426025390625 754.626708984375 1350.811767578125 790.2923583984375],[1281.426025390625 754.626708984375 1350.811767578125 790.2923583984375],0.3113223612308502,EY61NBG,0.3664563256043954
277,17.0,[558.3736572265625 950.6287841796875 657.2330322265625 993.8780517578125],[558.3736572265625 950.6287841796875 657.2330322265625 993.8780517578125],0.5885813236236572,FJ14ZHY,0.4476683649528536
278,312.0,[1286.175048828125 746.4869384765625 1350.302734375 794.400146484375],[1286.175048828125 746.4869384765625 1350.302734375 794.400146484375],0.30922311544418335,EY61NBC,0.34640284466925403
279,312.0,[1289.41748046875 753.43798828125 1353.699462890625 797.583984375],[1289.41748046875 753.43798828125 1353.699462890625 797.583984375],0.435208261013031,EY61NBC,0.20144957484022355
280,17.0,[550.7568359375 958.080322265625 650.603515625 1004.033203125],[550.7568359375 958.080322265625 650.603515625 1004.033203125],0.6481801867485046,FJ14ZHY,0.35917441066605876
280,312.0,[1288.1080322265625 743.8569946289062 1357.46435546875 797.1593627929688],[1288.1080322265625 743.8569946289062 1357.46435546875 797.1593627929688],0.43070730566978455,EY61NBG,0.3321010092630622
281,17.0,[550.9085693359375 963.893310546875 649.6968994140625 1007.60693359375],[550.9085693359375 963.893310546875 649.6968994140625 1007.60693359375],0.6561568975448608,FJ16ZHY,0.42431065740856355
282,312.0,[1285.0645751953125 772.7034912109375 1353.343017578125 805.921630859375],[1285.0645751953125 772.7034912109375 1353.343017578125 805.921630859375],0.399762898683548,EY61NBC,0.5277849914581032
283,312.0,[1280.71728515625 776.7161865234375 1364.57373046875 815.5852661132812],[1280.71728515625 776.7161865234375 1364.57373046875 815.5852661132812],0.5756673216819763,EY61MBG,0.902450904560507
284,17.0,[541.0048828125 975.9556274414062 645.8893432617188 1024.3779296875],[541.0048828125 975.9556274414062 645.8893432617188 1024.3779296875],0.6538204550743103,FJ14ZHY,0.7280927604753092
284,312.0,[1291.495361328125 756.13916015625 1358.2818603515625 814.2864990234375],[1291.495361328125 756.13916015625 1358.2818603515625 814.2864990234375],0.3589244782924652,EY61MBC,0.31673415837981045
286,17.0,[541.9754028320312 983.5592651367188 645.1251220703125 1031.5279541015625],[541.9754028320312 983.5592651367188 645.1251220703125 1031.5279541015625],0.6559669971466064,FJ14ZHY,0.496938673699719
287,17.0,[539.037109375 988.13720703125 641.23291015625 1035.991943359375],[539.037109375 988.13720703125 641.23291015625 1035.991943359375],0.6670127511024475,FJ14ZHY,0.18275798786672356
287,312.0,[1292.541259765625 775.7384033203125 1362.448974609375 821.9776611328125],[1292.541259765625 775.7384033203125 1362.448974609375 821.9776611328125],0.5745791792869568,EY61NBG,0.5329925757687395
288,312.0,[1290.876220703125 770.4204711914062 1360.479248046875 821.0377807617188],[1290.876220703125 770.4204711914062 1360.479248046875 821.0377807617188],0.34161317348480225,EY61NBC,0.6822727072455801
289,17.0,[531.669189453125 996.3008422851562 640.27197265625 1046.85302734375],[531.669189453125 996.3008422851562 640.27197265625 1046.85302734375],0.6655200719833374,FJ14ZHY,0.3370945394193852
290,17.0,[530.3801879882812 1002.9752197265625 638.67529296875 1052.3232421875],[530.3801879882812 1002.9752197265625 638.67529296875 1052.3232421875],0.6705484390258789,FJ14ZHY,0.5847973595086474
290,312.0,[1288.740966796875 799.5289306640625 1364.8443603515625 827.5858154296875],[1288.740966796875 799.5289306640625 1364.8443603515625 827.5858154296875],0.5044623613357544,EY61NBE,0.5034286077313007
291,17.0,[530.7859497070312 1006.4000244140625 638.3232421875 1057.6907958984375],[530.7859497070312 1006.4000244140625 638.3232421875 1057.6907958984375],0.6879566311836243,FJ14ZHY,0.707815567663245
291,312.0,[1293.923095703125 781.7142333984375 1369.157470703125 830.8729248046875],[1293.923095703125 781.7142333984375 1369.157470703125 830.8729248046875],0.2722811698913574,EY61NBG,0.40441981944352423
292,17.0,[529.3944091796875 1009.3138427734375 638.2069091796875 1058.3927001953125],[529.3944091796875 1009.3138427734375 638.2069091796875 1058.3927001953125],0.6769962310791016,FJ14ZHY,0.632222824247569
294,17.0,[526.4798583984375 1021.187255859375 635.648681640625 1069.3619384765625],[526.4798583984375 1021.187255859375 635.648681640625 1069.3619384765625],0.6871826648712158,FJ16ZHY,0.38954703314547734
294,312.0,[1287.7679443359375 805.096435546875 1376.439697265625 845.8787841796875],[1287.7679443359375 805.096435546875 1376.439697265625 845.8787841796875],0.5347175598144531,EY61NBC,0.8744891700427583
295,17.0,[522.5862426757812 1021.6365966796875 634.5165405273438 1071.0421142578125],[522.5862426757812 1021.6365966796875 634.5165405273438 1071.0421142578125],0.6871611475944519,FJ14ZHY,0.6134585794675518
296,17.0,[520.926025390625 1028.630859375 630.234619140625 1075.034912109375],[520.926025390625 1028.630859375 630.234619140625 1075.034912109375],0.6766372323036194,FJ14ZHY,0.7376143911157136
297,17.0,[519.51416015625 1033.9248046875 629.7972412109375 1080.0],[519.51416015625 1033.9248046875 629.7972412109375 1080.0],0.669795036315918,FJ14ZHY,0.4123529091475821
298,17.0,[517.860595703125 1035.481689453125 626.7083740234375 1080.0],[517.860595703125 1035.481689453125 626.7083740234375 1080.0],0.6636478900909424,FJ14ZHY,0.26651837967178055
298,312.0,[1302.207763671875 778.1412963867188 1376.168212890625 846.4187622070312],[1302.207763671875 778.1412963867188 1376.168212890625 846.4187622070312],0.2620088756084442,EY61NBC,0.4020357214733135
299,17.0,[517.645263671875 1042.224609375 625.7979736328125 1080.0],[517.645263671875 1042.224609375 625.7979736328125 1080.0],0.6564698219299316,FJ14ZHY,0.48266385943786805
299,312.0,[1299.7354736328125 824.0379638671875 1382.3048095703125 856.282470703125],[1299.7354736328125 824.0379638671875 1382.3048095703125 856.282470703125],0.6186357736587524,EY61NBG,0.48045676424368255
300,312.0,[1301.0592041015625 825.7811279296875 1379.435302734375 864.43505859375],[1301.0592041015625 825.7811279296875 1379.435302734375 864.43505859375],0.5340783596038818,EY61RBG,0.41004316018781817
301,312.0,[1301.0107421875 830.20166015625 1383.267578125 868.17919921875],[1301.0107421875 830.20166015625 1383.267578125 868.17919921875],0.4558807909488678,EY61NBG,0.3173607188248621
304,312.0,[1307.031982421875 835.34765625 1381.867919921875 871.519775390625],[1307.031982421875 835.34765625 1381.867919921875 871.519775390625],0.4686258137226105,EY61NBG,0.5565864581285528
305,312.0,[1308.3760986328125 821.975830078125 1385.712890625 872.070556640625],[1308.3760986328125 821.975830078125 1385.712890625 872.070556640625],0.3807321786880493,EY61NBG,0.2526359990253205
309,312.0,[1305.47314453125 853.9503173828125 1393.5693359375 894.57958984375],[1305.47314453125 853.9503173828125 1393.5693359375 894.57958984375],0.289348840713501,EY61NBG,0.7012559847915857
311,312.0,[1311.768310546875 837.04833984375 1389.644287109375 894.5068359375],[1311.768310546875 837.04833984375 1389.644287109375 894.5068359375],0.46256721019744873,EV61NBG,0.3691424257607286
313,312.0,[1310.2418212890625 871.9564819335938 1395.3524169921875 901.5276489257812],[1310.2418212890625 871.9564819335938 1395.3524169921875 901.5276489257812],0.5309199690818787,EY61NBG,0.4691513636885406
315,312.0,[1311.124755859375 870.8583984375 1402.3046875 915.4165649414062],[1311.124755859375 870.8583984375 1402.3046875 915.4165649414062],0.5592327117919922,EY61NBG,0.37017442031485637
317,312.0,[1311.128662109375 877.1063232421875 1406.3443603515625 919.1365356445312],[1311.128662109375 877.1063232421875 1406.3443603515625 919.1365356445312],0.5629337430000305,EY61NBG,0.49873031487687736
320,312.0,[1314.1126708984375 894.71435546875 1406.0030517578125 929.9248046875],[1314.1126708984375 894.71435546875 1406.0030517578125 929.9248046875],0.5687357187271118,EY51NBG,0.5401491485291106
321,312.0,[1317.2462158203125 893.185546875 1408.44921875 935.34814453125],[1317.2462158203125 893.185546875 1408.44921875 935.34814453125],0.6128944754600525,EY61NBG,0.42647087665165045
322,312.0,[1321.4658203125 890.49755859375 1396.6036376953125 934.358642578125],[1321.4658203125 890.49755859375 1396.6036376953125 934.358642578125],0.41456133127212524,EY61NBC,0.17123584937569059
323,312.0,[1315.493896484375 902.4371337890625 1411.127685546875 942.0245361328125],[1315.493896484375 902.4371337890625 1411.127685546875 942.0245361328125],0.5564709901809692,EY61NBG,0.7535995451090098
325,312.0,[1323.046630859375 909.8170166015625 1415.44580078125 946.9288330078125],[1323.046630859375 909.8170166015625 1415.44580078125 946.9288330078125],0.5453351140022278,EY61NBG,0.07388095972129809
326,312.0,[1326.385986328125 893.794921875 1413.9173583984375 950.9527587890625],[1326.385986328125 893.794921875 1413.9173583984375 950.9527587890625],0.29665642976760864,EY61NBG,0.5187005560436893
327,312.0,[1326.61767578125 920.0799560546875 1417.513671875 954.904296875],[1326.61767578125 920.0799560546875 1417.513671875 954.904296875],0.5597147345542908,EY61NBG,0.4836134882720235
329,312.0,[1324.620361328125 926.7760620117188 1420.139892578125 967.3216552734375],[1324.620361328125 926.7760620117188 1420.139892578125 967.3216552734375],0.3865777552127838,EY61NBG,0.5320877933850544
331,312.0,[1324.585205078125 930.6551513671875 1426.328857421875 970.7059936523438],[1324.585205078125 930.6551513671875 1426.328857421875 970.7059936523438],0.5570571422576904,EY61NBG,0.5393219411832533
332,312.0,[1335.226318359375 912.8864135742188 1420.16455078125 970.3178100585938],[1335.226318359375 912.8864135742188 1420.16455078125 970.3178100585938],0.2562750279903412,EY61NBG,0.11404162709695444
343,312.0,[1339.5740966796875 978.4727783203125 1445.08984375 1021.6160888671875],[1339.5740966796875 978.4727783203125 1445.08984375 1021.6160888671875],0.6207718253135681,EY67NBG,0.5018115424579647
345,312.0,[1341.84765625 987.9014282226562 1446.1474609375 1034.185302734375],[1341.84765625 987.9014282226562 1446.1474609375 1034.185302734375],0.673262357711792,EY61NBG,0.7428530492288133
348,312.0,[1346.607666015625 1000.79638671875 1455.3857421875 1045.662841796875],[1346.607666015625 1000.79638671875 1455.3857421875 1045.662841796875],0.5182247757911682,EY61MBG,0.4261142651495932
350,312.0,[1348.718017578125 1012.6175537109375 1455.294189453125 1056.61669921875],[1348.718017578125 1012.6175537109375 1455.294189453125 1056.61669921875],0.6547411680221558,ET61NBG,0.3400477873454677
351,312.0,[1347.2369384765625 1013.7760620117188 1452.1746826171875 1062.73046875],[1347.2369384765625 1013.7760620117188 1452.1746826171875 1062.73046875],0.6602423191070557,EY61NBG,0.8214721139222684
354,312.0,[1350.322265625 1033.631103515625 1461.919189453125 1073.09765625],[1350.322265625 1033.631103515625 1461.919189453125 1073.09765625],0.5792378187179565,EY61MBG,0.7064961336448079
356,312.0,[1357.471923828125 1032.1446533203125 1451.2645263671875 1073.25],[1357.471923828125 1032.1446533203125 1451.2645263671875 1073.25],0.3583134412765503,EY61NBC,0.6048199060578179
381,369.0,[524.0343017578125 924.0550537109375 618.2457275390625 966.335205078125],[524.0343017578125 924.0550537109375 618.2457275390625 966.335205078125],0.6286006569862366,AV04HVF,0.021874916277310058
390,369.0,[499.14788818359375 952.505126953125 603.6421508789062 999.5784301757812],[499.14788818359375 952.505126953125 603.6421508789062 999.5784301757812],0.5865874886512756,AV08HNF,0.19821204983455562
391,321.0,[614.1878662109375 710.1685791015625 687.0262451171875 750.4332275390625],[614.1878662109375 710.1685791015625 687.0262451171875 750.4332275390625],0.5065345764160156,NA51KGJ,0.17350797639488091
393,369.0,[498.63372802734375 966.985107421875 596.4298095703125 1012.912353515625],[498.63372802734375 966.985107421875 596.4298095703125 1012.912353515625],0.6265512704849243,AV08HVF,0.35958424800035027
394,369.0,[499.0807800292969 968.4607543945312 596.6409912109375 1015.27880859375],[499.0807800292969 968.4607543945312 596.6409912109375 1015.27880859375],0.6184535026550293,AV08HVF,0.6446355832603706
395,369.0,[489.58319091796875 973.4688720703125 592.2848510742188 1017.350830078125],[489.58319091796875 973.4688720703125 592.2848510742188 1017.350830078125],0.6371778249740601,AV08HVF,0.5798109082921592
397,519.0,[1285.9150390625 779.8145141601562 1366.110595703125 809.5797729492188],[1285.9150390625 779.8145141601562 1366.110595703125 809.5797729492188],0.4531356394290924,IC65USJ,0.13559988205533863
398,519.0,[1284.812744140625 779.7379760742188 1366.730224609375 816.9827270507812],[1284.812744140625 779.7379760742188 1366.730224609375 816.9827270507812],0.416376531124115,BC65USJ,0.4229775004204703
402,490.0,[1285.870849609375 792.0948486328125 1369.33935546875 828.3739013671875],[1285.870849609375 792.0948486328125 1369.33935546875 828.3739013671875],0.6406059861183167,BC65VSJ,0.1848844527938882
405,220.0,[1255.563232421875 1036.1392822265625 1355.66796875 1078.02685546875],[1255.563232421875 1036.1392822265625 1355.66796875 1078.02685546875],0.32837334275245667,HN10CDY,0.16323297606213694
407,369.0,[463.91290283203125 1024.890869140625 568.0742797851562 1067.7000732421875],[463.91290283203125 1024.890869140625 568.0742797851562 1067.7000732421875],0.6336852312088013,AV08HVF,0.40110257158456475
412,490.0,[1288.038330078125 818.7548217773438 1379.98974609375 852.5234985351562],[1288.038330078125 818.7548217773438 1379.98974609375 852.5234985351562],0.6190987229347229,BG65VSJ,0.19682104982295517
412,321.0,[590.207275390625 746.218017578125 663.6466064453125 780.4404296875],[590.207275390625 746.218017578125 663.6466064453125 780.4404296875],0.4000602066516876,NI54KGJ,0.04420429838842219
413,490.0,[1288.587646484375 822.1851196289062 1380.603271484375 855.2147827148438],[1288.587646484375 822.1851196289062 1380.603271484375 855.2147827148438],0.5968857407569885,BG65USJ,0.46914374930971503
417,490.0,[1290.4224853515625 829.6433715820312 1381.6236572265625 871.1640014648438],[1290.4224853515625 829.6433715820312 1381.6236572265625 871.1640014648438],0.5788871645927429,BG65USJ,0.16064679305556584
418,490.0,[1292.657470703125 831.37060546875 1383.856689453125 871.974609375],[1292.657470703125 831.37060546875 1383.856689453125 871.974609375],0.5814270377159119,BG65USJ,0.3664314995840975
419,490.0,[1291.794189453125 834.5313720703125 1384.0482177734375 876.8961181640625],[1291.794189453125 834.5313720703125 1384.0482177734375 876.8961181640625],0.6418123245239258,OC65USJ,0.3372091660998754
420,490.0,[1290.661865234375 838.7883911132812 1383.5283203125 878.2380981445312],[1290.661865234375 838.7883911132812 1383.5283203125 878.2380981445312],0.6621373891830444,OG65USJ,0.331157423319929
426,553.0,[1293.572998046875 860.6581420898438 1384.34130859375 899.3776245117188],[1293.572998046875 860.6581420898438 1384.34130859375 899.3776245117188],0.6022451519966125,BG65USJ,0.1797262373304114
427,553.0,[1292.8834228515625 859.6578369140625 1384.3284912109375 900.6280517578125],[1292.8834228515625 859.6578369140625 1384.3284912109375 900.6280517578125],0.6610608100891113,BG65USJ,0.507614129960707
428,553.0,[1294.497314453125 865.1021118164062 1387.25927734375 901.4258422851562],[1294.497314453125 865.1021118164062 1387.25927734375 901.4258422851562],0.6582698225975037,BC65USJ,0.5275052500556972
429,553.0,[1296.6207275390625 868.723388671875 1388.7469482421875 904.359375],[1296.6207275390625 868.723388671875 1388.7469482421875 904.359375],0.6526395082473755,BG65USJ,0.3767670147628631
430,553.0,[1292.561767578125 872.7086791992188 1387.343017578125 907.0867309570312],[1292.561767578125 872.7086791992188 1387.343017578125 907.0867309570312],0.6116108894348145,BG65USJ,0.42472951864668906
431,553.0,[1294.2615966796875 875.2318725585938 1387.404052734375 916.5280151367188],[1294.2615966796875 875.2318725585938 1387.404052734375 916.5280151367188],0.611021876335144,BG65USJ,0.5161811415412947
433,553.0,[1297.391845703125 877.5302124023438 1389.32421875 922.3980102539062],[1297.391845703125 877.5302124023438 1389.32421875 922.3980102539062],0.6030945777893066,DG65USJ,0.3759109499249529
438,566.0,[1295.5626220703125 898.127197265625 1391.5501708984375 941.5404052734375],[1295.5626220703125 898.127197265625 1391.5501708984375 941.5404052734375],0.6157106161117554,BC65VSJ,0.23264394816007028
439,566.0,[1296.9913330078125 901.472900390625 1392.2625732421875 944.1221923828125],[1296.9913330078125 901.472900390625 1392.2625732421875 944.1221923828125],0.6279105544090271,BC65VSJ,0.7000188460800713
439,321.0,[555.2839965820312 796.9780883789062 636.6055297851562 833.9437866210938],[555.2839965820312 796.9780883789062 636.6055297851562 833.9437866210938],0.5949808955192566,HN54KGJ,0.032172556749493715
441,566.0,[1298.856201171875 911.987548828125 1394.423828125 950.0980224609375],[1298.856201171875 911.987548828125 1394.423828125 950.0980224609375],0.6707808971405029,BC65USJ,0.2592650609357616
442,321.0,[554.4589233398438 803.7708740234375 636.53076171875 843.66259765625],[554.4589233398438 803.7708740234375 636.53076171875 843.66259765625],0.3262662887573242,NA50KDJ,0.08335764748472203
444,566.0,[1299.1981201171875 922.196533203125 1395.4090576171875 964.1331787109375],[1299.1981201171875 922.196533203125 1395.4090576171875 964.1331787109375],0.6157457828521729,BG55USJ,0.44968705964981165
449,321.0,[546.9110717773438 821.8262939453125 624.4766845703125 854.765869140625],[546.9110717773438 821.8262939453125 624.4766845703125 854.765869140625],0.6318038702011108,MI51KGD,0.018248901466507414
451,100.0,[666.9074096679688 677.5827026367188 739.652099609375 712.6525268554688],[666.9074096679688 677.5827026367188 739.652099609375 712.6525268554688],0.5570834875106812,HX64ONY,0.11377744749928645
452,566.0,[1298.57568359375 950.2124633789062 1396.55908203125 994.1753540039062],[1298.57568359375 950.2124633789062 1396.55908203125 994.1753540039062],0.6100542545318604,BG65USJ,0.8082424990265763
454,566.0,[1298.392822265625 958.8958740234375 1397.035400390625 998.6202392578125],[1298.392822265625 958.8958740234375 1397.035400390625 998.6202392578125],0.6634021997451782,BG65USJ,0.4487363352918301
455,566.0,[1302.1676025390625 962.9317016601562 1398.9022216796875 1002.5993041992188],[1302.1676025390625 962.9317016601562 1398.9022216796875 1002.5993041992188],0.6725963354110718,BG65USJ,0.6252891977554021
458,321.0,[536.707763671875 835.8444213867188 618.5277099609375 884.310791015625],[536.707763671875 835.8444213867188 618.5277099609375 884.310791015625],0.4342178702354431,MN54KGD,0.028663753648397735
459,321.0,[540.918212890625 847.2815551757812 620.7288208007812 878.4116821289062],[540.918212890625 847.2815551757812 620.7288208007812 878.4116821289062],0.5563117861747742,ME54KGJ,0.1422941457304875
463,321.0,[536.197021484375 854.0250244140625 622.675537109375 894.9337158203125],[536.197021484375 854.0250244140625 622.675537109375 894.9337158203125],0.5125632286071777,NA50KGJ,0.08227843846098244
463,100.0,[659.0106811523438 691.923583984375 732.5681762695312 728.2476806640625],[659.0106811523438 691.923583984375 732.5681762695312 728.2476806640625],0.5009400844573975,AK64DMY,0.29348394112499093
465,604.0,[1298.44921875 1003.2198486328125 1406.3173828125 1050.4888916015625],[1298.44921875 1003.2198486328125 1406.3173828125 1050.4888916015625],0.6728249192237854,BG65USJ,0.8480716996325899
465,100.0,[650.3040161132812 696.299072265625 733.3397827148438 732.568115234375],[650.3040161132812 696.299072265625 733.3397827148438 732.568115234375],0.5676795244216919,IK64OMY,0.268917901103043
468,609.0,[1300.9881591796875 1014.9609375 1408.70947265625 1065.0333251953125],[1300.9881591796875 1014.9609375 1408.70947265625 1065.0333251953125],0.6600249409675598,OL65USJ,0.3470626889423904
468,100.0,[656.0044555664062 703.415283203125 727.7865600585938 737.9364624023438],[656.0044555664062 703.415283203125 727.7865600585938 737.9364624023438],0.6143662929534912,AK64DMY,0.3536894572591179
469,100.0,[657.9749755859375 703.3826293945312 726.4484252929688 735.6234130859375],[657.9749755859375 703.3826293945312 726.4484252929688 735.6234130859375],0.5841593742370605,IK64CHY,0.3747631126540048
470,100.0,[652.247314453125 706.5394287109375 723.5050048828125 742.59716796875],[652.247314453125 706.5394287109375 723.5050048828125 742.59716796875],0.6215021014213562,AK64DMY,0.5261243436225181
472,100.0,[652.707275390625 699.5953369140625 722.9086303710938 740.185791015625],[652.707275390625 699.5953369140625 722.9086303710938 740.185791015625],0.27932918071746826,IK64DMV,0.40154875697942816
473,100.0,[648.8228759765625 707.6873779296875 724.5587158203125 746.8939208984375],[648.8228759765625 707.6873779296875 724.5587158203125 746.8939208984375],0.632649302482605,IG64DMV,0.08523343652426174
475,100.0,[647.4139404296875 710.0615844726562 723.0593872070312 750.1673583984375],[647.4139404296875 710.0615844726562 723.0593872070312 750.1673583984375],0.6266138553619385,AK64OMY,0.3392406016606505
476,321.0,[524.2301025390625 887.2040405273438 613.5423583984375 927.7479858398438],[524.2301025390625 887.2040405273438 613.5423583984375 927.7479858398438],0.6205136179924011,NI51KGJ,0.10882262984024599
476,100.0,[648.3803100585938 711.3858642578125 722.4644165039062 751.526611328125],[648.3803100585938 711.3858642578125 722.4644165039062 751.526611328125],0.58327716588974,AK64OMV,0.3435742668114241
479,100.0,[640.3895874023438 722.7408447265625 723.5322875976562 757.9671630859375],[640.3895874023438 722.7408447265625 723.5322875976562 757.9671630859375],0.5990362763404846,AK64DMY,0.329445586336162
480,100.0,[638.492431640625 720.2025146484375 721.8422241210938 756.94921875],[638.492431640625 720.2025146484375 721.8422241210938 756.94921875],0.6374771595001221,AK54OMY,0.24261222378226585
482,100.0,[640.9244384765625 727.6408081054688 719.5411376953125 760.7334594726562],[640.9244384765625 727.6408081054688 719.5411376953125 760.7334594726562],0.6509276628494263,AH64DMY,0.47757049799304385
483,100.0,[641.9408569335938 725.5244140625 713.365966796875 761.71630859375],[641.9408569335938 725.5244140625 713.365966796875 761.71630859375],0.6286311149597168,AH64DMY,0.3255225907477689
484,100.0,[634.8414306640625 725.064208984375 712.6162719726562 763.9945068359375],[634.8414306640625 725.064208984375 712.6162719726562 763.9945068359375],0.6666481494903564,AK64DRV,0.5102997473067121
484,321.0,[514.3580322265625 910.4871826171875 609.1895751953125 952.516845703125],[514.3580322265625 910.4871826171875 609.1895751953125 952.516845703125],0.6193826794624329,NA54KOW,0.013896365611133998
485,100.0,[633.5111083984375 728.5079345703125 713.7259521484375 767.2581787109375],[633.5111083984375 728.5079345703125 713.7259521484375 767.2581787109375],0.6616880893707275,AK64OMY,0.2161207954262569
487,100.0,[636.4175415039062 732.23583984375 712.172119140625 772.102294921875],[636.4175415039062 732.23583984375 712.172119140625 772.102294921875],0.5977500677108765,AK64OHV,0.6995084277784244
489,100.0,[629.033447265625 734.152587890625 713.1041259765625 776.4525146484375],[629.033447265625 734.152587890625 713.1041259765625 776.4525146484375],0.616481602191925,AX64DMV,0.41571052192021507
492,100.0,[622.8399658203125 738.037353515625 711.0239868164062 778.9639892578125],[622.8399658203125 738.037353515625 711.0239868164062 778.9639892578125],0.5849165916442871,AH64OMV,0.1910965839257627
493,321.0,[509.2273864746094 936.8728637695312 603.1397705078125 976.4932250976562],[509.2273864746094 936.8728637695312 603.1397705078125 976.4932250976562],0.6401368379592896,NA54KGU,0.032925565587329376
494,100.0,[619.7705078125 741.116455078125 708.1544189453125 780.823974609375],[619.7705078125 741.116455078125 708.1544189453125 780.823974609375],0.6083309650421143,AK64DMV,0.5677322917993789
495,100.0,[620.5455322265625 743.6237182617188 707.5739135742188 782.9789428710938],[620.5455322265625 743.6237182617188 707.5739135742188 782.9789428710938],0.6106047034263611,AX64DMY,0.2287347216384751
496,100.0,[618.1873779296875 744.112060546875 707.083251953125 782.8143310546875],[618.1873779296875 744.112060546875 707.083251953125 782.8143310546875],0.6362611055374146,AK64DMV,0.6472756852193169
497,100.0,[617.6707763671875 746.7637939453125 703.8085327148438 785.91796875],[617.6707763671875 746.7637939453125 703.8085327148438 785.91796875],0.6391862630844116,AK64DMY,0.34010022107526955
499,100.0,[616.5912475585938 750.830810546875 702.8528442382812 791.88916015625],[616.5912475585938 750.830810546875 702.8528442382812 791.88916015625],0.6622619032859802,AK64DMV,0.49210158848600666
500,100.0,[620.89501953125 754.9154663085938 703.6982421875 796.3271484375],[620.89501953125 754.9154663085938 703.6982421875 796.3271484375],0.6189579367637634,AM64DMV,0.3401805502953581
502,321.0,[501.37152099609375 965.2767333984375 593.1267700195312 1004.79345703125],[501.37152099609375 965.2767333984375 593.1267700195312 1004.79345703125],0.5352001786231995,NA54KGJ,0.21237370039834239
