frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
599,100.0,[500.9074401855469 1030.182861328125 615.241943359375 1077.2904052734375],[500.9074401855469 1030.182861328125 615.241943359375 1077.2904052734375],0.6739475727081299,AK64DMV,0.7590382713564215
599,619.0,[1284.170654296875 924.7864379882812 1378.025390625 966.4361572265625],[1284.170654296875 924.7864379882812 1378.025390625 966.4361572265625],0.6403743624687195,EF10DZT,0.1383175449518253
600,100.0,[504.63812255859375 1032.4296875 614.3761596679688 1076.719970703125],[504.63812255859375 1032.4296875 614.3761596679688 1076.719970703125],0.652980625629425,AK64DMV,0.5566948689131044
601,396.0,[1691.7513427734375 732.9105224609375 1769.2445068359375 771.104248046875],[1691.7513427734375 732.9105224609375 1769.2445068359375 771.104248046875],0.407185822725296,DU62HYJ,0.32373345381744717
602,619.0,[1283.8927001953125 930.173583984375 1382.2239990234375 973.2449340820312],[1283.8927001953125 930.173583984375 1382.2239990234375 973.2449340820312],0.6369249820709229,EF10DZI,0.13759133401814927
603,619.0,[1284.8726806640625 934.8876953125 1381.6431884765625 977.0015869140625],[1284.8726806640625 934.8876953125 1381.6431884765625 977.0015869140625],0.6349819302558899,EN10DZI,0.34673962767628314
604,619.0,[1285.365234375 937.5913696289062 1382.2701416015625 980.8800659179688],[1285.365234375 937.5913696289062 1382.2701416015625 980.8800659179688],0.6449991464614868,EF10DZI,0.11221314821076717
606,619.0,[1287.417724609375 945.5079345703125 1384.0732421875 989.6246337890625],[1287.417724609375 945.5079345703125 1384.0732421875 989.6246337890625],0.6158897280693054,EF10DZT,0.3509957660917307
611,619.0,[1286.40673828125 960.28515625 1386.7078857421875 1004.940185546875],[1286.40673828125 960.28515625 1386.7078857421875 1004.940185546875],0.6550500988960266,EF10WZT,0.3588651026677226
620,619.0,[1294.1708984375 991.406982421875 1397.6630859375 1040.7099609375],[1294.1708984375 991.406982421875 1397.6630859375 1040.7099609375],0.6647470593452454,EF10DZT,0.220302839924978
621,619.0,[1294.4228515625 994.2584838867188 1399.9368896484375 1044.3818359375],[1294.4228515625 994.2584838867188 1399.9368896484375 1044.3818359375],0.687642514705658,EF10DZT,0.3586264309716541
625,619.0,[1300.1724853515625 1009.3404541015625 1402.36328125 1057.480712890625],[1300.1724853515625 1009.3404541015625 1402.36328125 1057.480712890625],0.6761157512664795,EF10DZT,0.42388417713944804
628,396.0,[1739.9029541015625 800.8846435546875 1848.0435791015625 851.20166015625],[1739.9029541015625 800.8846435546875 1848.0435791015625 851.20166015625],0.293988972902298,OU62HUJ,0.09873865410427131
630,619.0,[1299.6551513671875 1029.0677490234375 1406.1082763671875 1077.949951171875],[1299.6551513671875 1029.0677490234375 1406.1082763671875 1077.949951171875],0.6751700043678284,EF10DZT,0.6244375229151538
632,619.0,[1297.41748046875 1036.859130859375 1407.248779296875 1080.0],[1297.41748046875 1036.859130859375 1407.248779296875 1080.0],0.6515215039253235,EF10DZT,0.4728581184102238
632,396.0,[1764.380126953125 820.5547485351562 1853.232421875 861.1550903320312],[1764.380126953125 820.5547485351562 1853.232421875 861.1550903320312],0.2719235122203827,OU62HYJ,0.29955957649252524
637,358.0,[1205.5404052734375 588.8466796875 1262.934814453125 623.8447265625],[1205.5404052734375 588.8466796875 1262.934814453125 623.8447265625],0.4815704822540283,GJ05EPJ,0.3443525280035075
641,396.0,[1780.1531982421875 841.2855224609375 1893.1827392578125 889.4039306640625],[1780.1531982421875 841.2855224609375 1893.1827392578125 889.4039306640625],0.3860480487346649,DU52HIJ,0.1605541073476272
643,445.0,[1225.27392578125 838.4364624023438 1316.3076171875 877.0046997070312],[1225.27392578125 838.4364624023438 1316.3076171875 877.0046997070312],0.563158392906189,DF65JKY,0.33172833355029047
645,445.0,[1224.4658203125 846.511962890625 1316.1181640625 883.875732421875],[1224.4658203125 846.511962890625 1316.1181640625 883.875732421875],0.6175121665000916,AF65JKV,0.3340228855579405
648,445.0,[1224.70947265625 853.02685546875 1317.9078369140625 896.501953125],[1224.70947265625 853.02685546875 1317.9078369140625 896.501953125],0.6052111983299255,AR65JXY,0.15796597550890534
649,445.0,[1225.706298828125 854.2457885742188 1318.8154296875 897.2865600585938],[1225.706298828125 854.2457885742188 1318.8154296875 897.2865600585938],0.572975754737854,JF65JKV,0.43557048010444266
650,445.0,[1224.07275390625 856.7587280273438 1322.528564453125 900.6176147460938],[1224.07275390625 856.7587280273438 1322.528564453125 900.6176147460938],0.585281491279602,KR65JKV,0.1867250212075464
651,445.0,[1225.532958984375 860.545654296875 1322.319580078125 901.968505859375],[1225.532958984375 860.545654296875 1322.319580078125 901.968505859375],0.614342451095581,AR65JKV,0.4391625209811343
652,445.0,[1227.652587890625 862.4533081054688 1323.42529296875 902.9221801757812],[1227.652587890625 862.4533081054688 1323.42529296875 902.9221801757812],0.6225735545158386,DR65JKV,0.10026389840942974
654,445.0,[1229.4736328125 871.2799072265625 1318.642578125 909.6040649414062],[1229.4736328125 871.2799072265625 1318.642578125 909.6040649414062],0.6070941090583801,XT65JKV,0.0937560794661365
654,358.0,[1200.6839599609375 613.2841186523438 1265.3284912109375 649.6748657226562],[1200.6839599609375 613.2841186523438 1265.3284912109375 649.6748657226562],0.4956628978252411,GJ06EFD,0.04068853805198694
655,445.0,[1232.9908447265625 871.4442138671875 1319.8553466796875 911.55224609375],[1232.9908447265625 871.4442138671875 1319.8553466796875 911.55224609375],0.597297191619873,DF65JKV,0.2814487732522076
655,358.0,[1206.504150390625 613.3319091796875 1264.7158203125 650.2003784179688],[1206.504150390625 613.3319091796875 1264.7158203125 650.2003784179688],0.4875866174697876,SJ06EPC,0.13774910372860674
656,445.0,[1231.74658203125 873.5672607421875 1321.371337890625 914.6041259765625],[1231.74658203125 873.5672607421875 1321.371337890625 914.6041259765625],0.5790122747421265,NR65JKV,0.21068134146997472
658,445.0,[1232.208740234375 879.0280151367188 1326.691650390625 922.489013671875],[1232.208740234375 879.0280151367188 1326.691650390625 922.489013671875],0.6140961647033691,MT65JRV,0.22308329695080073
659,445.0,[1228.9912109375 882.8296508789062 1328.151611328125 927.0737915039062],[1228.9912109375 882.8296508789062 1328.151611328125 927.0737915039062],0.616107702255249,DF65UKN,0.09612301753938217
660,445.0,[1232.60986328125 886.5734252929688 1328.9144287109375 926.8826293945312],[1232.60986328125 886.5734252929688 1328.9144287109375 926.8826293945312],0.6054970622062683,KR65JKY,0.22463572660821013
660,358.0,[1205.20654296875 623.6277465820312 1269.8294677734375 656.281494140625],[1205.20654296875 623.6277465820312 1269.8294677734375 656.281494140625],0.4400811195373535,OJ05EPD,0.2233119844148106
662,445.0,[1236.14453125 893.2783813476562 1332.647216796875 934.4712524414062],[1236.14453125 893.2783813476562 1332.647216796875 934.4712524414062],0.6038063764572144,AR65JKV,0.5795938505783041
663,445.0,[1234.776123046875 893.2849731445312 1333.24658203125 938.4259643554688],[1234.776123046875 893.2849731445312 1333.24658203125 938.4259643554688],0.6059208512306213,AR65JKV,0.21180534031875475
664,445.0,[1238.1337890625 894.5599365234375 1333.4814453125 940.4608154296875],[1238.1337890625 894.5599365234375 1333.4814453125 940.4608154296875],0.5980433225631714,AR65JKV,0.1089188233477532
666,445.0,[1236.9271240234375 901.558349609375 1336.9403076171875 949.3587646484375],[1236.9271240234375 901.558349609375 1336.9403076171875 949.3587646484375],0.6173959374427795,AF65JKV,0.2973133904313868
667,445.0,[1235.19091796875 905.0597534179688 1336.489990234375 947.8928833007812],[1235.19091796875 905.0597534179688 1336.489990234375 947.8928833007812],0.5837045907974243,AF65JKV,0.35481324157187427
668,445.0,[1236.283935546875 906.5286254882812 1337.740234375 950.2890014648438],[1236.283935546875 906.5286254882812 1337.740234375 950.2890014648438],0.6294641494750977,AF65JKY,0.23387320478929646
671,445.0,[1251.5877685546875 917.227783203125 1344.3211669921875 959.4259033203125],[1251.5877685546875 917.227783203125 1344.3211669921875 959.4259033203125],0.6006834506988525,AF65JKV,0.1189256244890271
671,358.0,[1203.4039306640625 636.00048828125 1269.0567626953125 673.3465576171875],[1203.4039306640625 636.00048828125 1269.0567626953125 673.3465576171875],0.5286740660667419,CJ05EPC,0.025965606248662884
672,445.0,[1250.9051513671875 919.0739135742188 1344.0340576171875 963.7479858398438],[1250.9051513671875 919.0739135742188 1344.0340576171875 963.7479858398438],0.5851390957832336,AF65JKV,0.2308238779218916
674,445.0,[1248.355712890625 926.1853637695312 1349.234130859375 970.6331176757812],[1248.355712890625 926.1853637695312 1349.234130859375 970.6331176757812],0.6049749851226807,AR65JKV,0.19183654679579315
675,445.0,[1249.06103515625 927.5370483398438 1346.604248046875 972.515625],[1249.06103515625 927.5370483398438 1346.604248046875 972.515625],0.618726909160614,XF65JKV,0.34900167947987953
676,445.0,[1246.48876953125 929.044189453125 1347.3857421875 973.6466674804688],[1246.48876953125 929.044189453125 1347.3857421875 973.6466674804688],0.6249458193778992,NF65JKV,0.2884206237197215
676,358.0,[1212.4134521484375 646.5885009765625 1272.989501953125 678.609130859375],[1212.4134521484375 646.5885009765625 1272.989501953125 678.609130859375],0.4148397743701935,SJ06ERD,0.10602549657039759
677,445.0,[1249.6732177734375 935.9503784179688 1348.08935546875 975.6553344726562],[1249.6732177734375 935.9503784179688 1348.08935546875 975.6553344726562],0.5823915004730225,AF65JKV,0.38988634783476084
680,445.0,[1254.9703369140625 942.666748046875 1354.315185546875 989.3626708984375],[1254.9703369140625 942.666748046875 1354.315185546875 989.3626708984375],0.5985377430915833,AR65JKV,0.2912213846199632
680,358.0,[1213.832275390625 651.567138671875 1275.689697265625 682.977783203125],[1213.832275390625 651.567138671875 1275.689697265625 682.977783203125],0.540341317653656,OJ06EPD,0.24460916388536252
681,445.0,[1255.4903564453125 947.0293579101562 1357.4302978515625 992.3816528320312],[1255.4903564453125 947.0293579101562 1357.4302978515625 992.3816528320312],0.6058407425880432,AR65JKV,0.19794597481484322
681,358.0,[1208.626220703125 647.333251953125 1282.9786376953125 689.0147094726562],[1208.626220703125 647.333251953125 1282.9786376953125 689.0147094726562],0.2663308084011078,CJ05END,0.07137927494188959
682,445.0,[1258.408203125 949.67431640625 1357.85595703125 994.9185791015625],[1258.408203125 949.67431640625 1357.85595703125 994.9185791015625],0.6063916087150574,AF65JKV,0.6249702935700184
682,358.0,[1211.85986328125 647.173095703125 1286.27880859375 689.7938232421875],[1211.85986328125 647.173095703125 1286.27880859375 689.7938232421875],0.2735106348991394,OJ06EPD,0.21416645250630106
683,445.0,[1257.2398681640625 952.7164306640625 1359.7371826171875 997.0653076171875],[1257.2398681640625 952.7164306640625 1359.7371826171875 997.0653076171875],0.6211376190185547,NT65JKV,0.3022425570452238
683,358.0,[1214.69580078125 657.874755859375 1273.073486328125 686.7071533203125],[1214.69580078125 657.874755859375 1273.073486328125 686.7071533203125],0.534005343914032,GJ05EPL,0.20762905380928962
684,445.0,[1259.3785400390625 956.3140869140625 1359.7738037109375 1000.0270385742188],[1259.3785400390625 956.3140869140625 1359.7738037109375 1000.0270385742188],0.6118872165679932,NR65JKV,0.5454226633104
685,445.0,[1260.999755859375 959.6570434570312 1360.1414794921875 1000.2396240234375],[1260.999755859375 959.6570434570312 1360.1414794921875 1000.2396240234375],0.5968186855316162,AF65JKV,0.6321347150585414
686,445.0,[1260.443115234375 962.64990234375 1359.7401123046875 1008.9913330078125],[1260.443115234375 962.64990234375 1359.7401123046875 1008.9913330078125],0.6101179718971252,AF65JKV,0.24777947316694707
687,445.0,[1259.697509765625 964.3851318359375 1362.5145263671875 1011.6319580078125],[1259.697509765625 964.3851318359375 1362.5145263671875 1011.6319580078125],0.6503015756607056,AR65JKV,0.18475640363577817
687,358.0,[1216.922607421875 660.0723876953125 1276.3787841796875 697.2203369140625],[1216.922607421875 660.0723876953125 1276.3787841796875 697.2203369140625],0.5055291652679443,CJ06EPL,0.29856816391527913
688,445.0,[1262.719482421875 965.4754028320312 1360.71533203125 1013.2077026367188],[1262.719482421875 965.4754028320312 1360.71533203125 1013.2077026367188],0.6395056843757629,AF65JKM,0.3302317136454852
688,358.0,[1219.125244140625 659.5057983398438 1281.912841796875 698.791259765625],[1219.125244140625 659.5057983398438 1281.912841796875 698.791259765625],0.5270429253578186,OJ06EPO,0.056660559471908255
689,445.0,[1263.8565673828125 970.0152587890625 1365.7760009765625 1016.3450927734375],[1263.8565673828125 970.0152587890625 1365.7760009765625 1016.3450927734375],0.6448281407356262,OR65JKV,0.26751137756639176
689,358.0,[1217.9681396484375 660.66650390625 1280.823486328125 698.79052734375],[1217.9681396484375 660.66650390625 1280.823486328125 698.79052734375],0.5413610339164734,OJ06EPD,0.305718211887847
690,445.0,[1264.209716796875 975.938232421875 1367.613525390625 1020.5592041015625],[1264.209716796875 975.938232421875 1367.613525390625 1020.5592041015625],0.6796116232872009,OF65JKM,0.15292168488885508
691,445.0,[1262.632568359375 976.1630859375 1367.31494140625 1021.8138427734375],[1262.632568359375 976.1630859375 1367.31494140625 1021.8138427734375],0.6698660254478455,AF65JKV,0.2738645616476717
691,358.0,[1218.055908203125 669.1263427734375 1282.843994140625 702.7503662109375],[1218.055908203125 669.1263427734375 1282.843994140625 702.7503662109375],0.44246381521224976,GJ05EFD,0.7309979509521072
692,445.0,[1264.0999755859375 983.1800537109375 1369.70166015625 1024.741455078125],[1264.0999755859375 983.1800537109375 1369.70166015625 1024.741455078125],0.6343474388122559,AF65JKV,0.7166474012509009
693,445.0,[1267.799072265625 985.2906494140625 1372.438720703125 1031.963623046875],[1267.799072265625 985.2906494140625 1372.438720703125 1031.963623046875],0.670021116733551,AF65JKV,0.47629834757776474
693,358.0,[1219.0440673828125 670.13916015625 1286.70849609375 706.21630859375],[1219.0440673828125 670.13916015625 1286.70849609375 706.21630859375],0.5832534432411194,CJ06EPD,0.23311740751721932
695,445.0,[1273.4732666015625 990.45166015625 1372.8255615234375 1035.97900390625],[1273.4732666015625 990.45166015625 1372.8255615234375 1035.97900390625],0.6388416290283203,AF65JKV,0.4034364763055553
695,358.0,[1215.326904296875 670.1024780273438 1284.756103515625 706.6785278320312],[1215.326904296875 670.1024780273438 1284.756103515625 706.6785278320312],0.5337826609611511,CJ05EPD,0.5067454989679717
698,445.0,[1271.241943359375 1000.1912841796875 1376.06201171875 1046.3280029296875],[1271.241943359375 1000.1912841796875 1376.06201171875 1046.3280029296875],0.6353333592414856,AF65JKV,0.4743206762587787
699,445.0,[1272.510009765625 1006.4573364257812 1377.99365234375 1049.57666015625],[1272.510009765625 1006.4573364257812 1377.99365234375 1049.57666015625],0.6308693289756775,AF65JKV,0.5287812029464516
699,358.0,[1225.13916015625 679.7401733398438 1290.9736328125 715.0239868164062],[1225.13916015625 679.7401733398438 1290.9736328125 715.0239868164062],0.5858415961265564,OJ06EPD,0.2312107242877568
700,445.0,[1274.205322265625 1007.7645263671875 1378.404052734375 1054.173828125],[1274.205322265625 1007.7645263671875 1378.404052734375 1054.173828125],0.650316059589386,RF65JKV,0.2418404227265411
700,358.0,[1219.425048828125 680.63232421875 1288.91162109375 717.009521484375],[1219.425048828125 680.63232421875 1288.91162109375 717.009521484375],0.592101514339447,GJ06EPD,0.28612914518312976
702,358.0,[1217.07958984375 682.09326171875 1287.4576416015625 722.1427612304688],[1217.07958984375 682.09326171875 1287.4576416015625 722.1427612304688],0.5727174282073975,GJ06ERD,0.19126891542394855
703,445.0,[1275.072021484375 1019.103759765625 1383.36865234375 1066.814697265625],[1275.072021484375 1019.103759765625 1383.36865234375 1066.814697265625],0.6542313694953918,AF65JKV,0.28124814174129736
704,445.0,[1273.7149658203125 1022.7584838867188 1386.0311279296875 1070.861328125],[1273.7149658203125 1022.7584838867188 1386.0311279296875 1070.861328125],0.6424655914306641,AF65JKV,0.5486067980730045
705,445.0,[1275.7943115234375 1028.26220703125 1384.76513671875 1071.1888427734375],[1275.7943115234375 1028.26220703125 1384.76513671875 1071.1888427734375],0.6449697017669678,AF65JKV,0.23104654702743288
706,445.0,[1275.2864990234375 1032.7459716796875 1384.9208984375 1073.1207275390625],[1275.2864990234375 1032.7459716796875 1384.9208984375 1073.1207275390625],0.633169412612915,AF65JKV,0.4141641070748877
707,445.0,[1281.7425537109375 1036.3018798828125 1385.7437744140625 1077.199951171875],[1281.7425537109375 1036.3018798828125 1385.7437744140625 1077.199951171875],0.6391131281852722,AF65JKV,0.24116970134500135
709,358.0,[1223.371826171875 695.3556518554688 1297.02734375 731.1885986328125],[1223.371826171875 695.3556518554688 1297.02734375 731.1885986328125],0.6004826426506042,DJ06EPD,0.25025171312936767
709,445.0,[1275.05517578125 1035.01416015625 1390.747802734375 1076.82470703125],[1275.05517578125 1035.01416015625 1390.747802734375 1076.82470703125],0.254332959651947,AR65JKV,0.205382898637812
713,358.0,[1225.37646484375 703.9956665039062 1296.341552734375 739.047607421875],[1225.37646484375 703.9956665039062 1296.341552734375 739.047607421875],0.571502149105072,GJ06EPD,0.2379816112461848
716,358.0,[1226.71484375 708.1339111328125 1296.156982421875 745.6123046875],[1226.71484375 708.1339111328125 1296.156982421875 745.6123046875],0.5595430731773376,CJ06EPD,0.14911690681355735
717,358.0,[1227.396728515625 707.0196533203125 1297.3232421875 746.5257568359375],[1227.396728515625 707.0196533203125 1297.3232421875 746.5257568359375],0.5798363089561462,GJ06EPD,0.183555571908123
718,358.0,[1231.342041015625 707.271240234375 1298.322265625 745.5038452148438],[1231.342041015625 707.271240234375 1298.322265625 745.5038452148438],0.5440148711204529,GJ06EPO,0.4430343632293082
722,358.0,[1226.01220703125 715.407958984375 1306.673828125 754.132568359375],[1226.01220703125 715.407958984375 1306.673828125 754.132568359375],0.5794385075569153,GJ06EPO,0.15761660699149277
723,358.0,[1226.341064453125 718.2545166015625 1298.1319580078125 762.9241333007812],[1226.341064453125 718.2545166015625 1298.1319580078125 762.9241333007812],0.38248154520988464,GJ06EPE,0.33980540943028853
724,651.0,[560.6376342773438 918.013916015625 646.2266235351562 954.5672607421875],[560.6376342773438 918.013916015625 646.2266235351562 954.5672607421875],0.6161101460456848,KH06RSU,0.1366374726101152
728,358.0,[1236.707275390625 727.9583129882812 1310.19677734375 768.9629516601562],[1236.707275390625 727.9583129882812 1310.19677734375 768.9629516601562],0.5677476525306702,GJ06EPD,0.3182001746793765
728,651.0,[558.7708740234375 927.8318481445312 644.92333984375 970.5646362304688],[558.7708740234375 927.8318481445312 644.92333984375 970.5646362304688],0.5436595678329468,KH06RSU,0.12959678770962305
729,358.0,[1236.0030517578125 730.7042846679688 1310.475830078125 771.4383544921875],[1236.0030517578125 730.7042846679688 1310.475830078125 771.4383544921875],0.5660063624382019,DJ06EAD,0.2274706210647693
729,651.0,[556.571533203125 932.9635620117188 642.3876953125 974.5440673828125],[556.571533203125 932.9635620117188 642.3876953125 974.5440673828125],0.5312642455101013,KH06RSU,0.08928175649393112
730,651.0,[556.6869506835938 937.8759765625 641.38623046875 974.2969970703125],[556.6869506835938 937.8759765625 641.38623046875 974.2969970703125],0.47981715202331543,KH06RSV,0.26548231973159964
732,358.0,[1239.939697265625 733.0279541015625 1310.64990234375 773.57958984375],[1239.939697265625 733.0279541015625 1310.64990234375 773.57958984375],0.5417945384979248,GJ05EFD,0.21125309781667945
734,358.0,[1238.00830078125 740.4715576171875 1312.0634765625 779.1348266601562],[1238.00830078125 740.4715576171875 1312.0634765625 779.1348266601562],0.6002590656280518,LJ06EPD,0.338172376351167
734,651.0,[548.5035400390625 947.4398803710938 637.8360595703125 990.8677368164062],[548.5035400390625 947.4398803710938 637.8360595703125 990.8677368164062],0.5163530111312866,KH05KSU,0.25468419618950183
736,651.0,[546.4021606445312 952.853759765625 639.4078369140625 996.201416015625],[546.4021606445312 952.853759765625 639.4078369140625 996.201416015625],0.5922908186912537,KH06KSU,0.2076608075038523
737,651.0,[544.159912109375 958.0091552734375 638.3153076171875 998.8309326171875],[544.159912109375 958.0091552734375 638.3153076171875 998.8309326171875],0.6073141098022461,RH06KSU,0.17267455420778605
739,651.0,[543.7666015625 962.8339233398438 636.0634155273438 1001.572998046875],[543.7666015625 962.8339233398438 636.0634155273438 1001.572998046875],0.5748157501220703,RH06KSU,0.44294999862296225
740,651.0,[542.5965576171875 967.424560546875 633.7105712890625 1005.9254150390625],[542.5965576171875 967.424560546875 633.7105712890625 1005.9254150390625],0.5412676930427551,KH06KSV,0.24138977375552628
742,651.0,[540.7955932617188 973.5089111328125 633.6134033203125 1015.052001953125],[540.7955932617188 973.5089111328125 633.6134033203125 1015.052001953125],0.5899985432624817,KH06KSU,0.11597601327270504
744,651.0,[534.0061645507812 978.72021484375 633.5818481445312 1026.0609130859375],[534.0061645507812 978.72021484375 633.5818481445312 1026.0609130859375],0.5628793835639954,KH06KSU,0.21614653340570258
745,651.0,[535.7760620117188 985.8544921875 633.1310424804688 1021.7120361328125],[535.7760620117188 985.8544921875 633.1310424804688 1021.7120361328125],0.5847596526145935,KH06KSU,0.2050677106500506
747,358.0,[1240.0216064453125 766.731689453125 1322.7567138671875 804.706298828125],[1240.0216064453125 766.731689453125 1322.7567138671875 804.706298828125],0.6379337310791016,GJ06EPD,0.1981298229396327
747,728.0,[622.23486328125 717.28173828125 698.0679931640625 756.9874267578125],[622.23486328125 717.28173828125 698.0679931640625 756.9874267578125],0.6154400706291199,LI15ZZC,0.33066246880235317
747,651.0,[530.2600708007812 989.1355590820312 627.476806640625 1029.507080078125],[530.2600708007812 989.1355590820312 627.476806640625 1029.507080078125],0.6023021936416626,KH05KSU,0.4966499398386336
748,651.0,[530.1991577148438 991.737060546875 627.8989868164062 1035.405517578125],[530.1991577148438 991.737060546875 627.8989868164062 1035.405517578125],0.6164286136627197,KH06KSU,0.43404449519540117
749,358.0,[1241.89404296875 771.1580200195312 1315.62060546875 806.3433837890625],[1241.89404296875 771.1580200195312 1315.62060546875 806.3433837890625],0.6138044595718384,GJ06EPC,0.3020216509569023
752,358.0,[1241.8280029296875 775.8270263671875 1322.234130859375 816.52001953125],[1241.8280029296875 775.8270263671875 1322.234130859375 816.52001953125],0.6045790314674377,GJ06EPD,0.2791996983383814
752,651.0,[521.9573974609375 1008.9973754882812 626.41015625 1047.959716796875],[521.9573974609375 1008.9973754882812 626.41015625 1047.959716796875],0.5677037239074707,KH06RSU,0.44895689323064947
753,358.0,[1241.8179931640625 779.4988403320312 1319.87158203125 818.8119506835938],[1241.8179931640625 779.4988403320312 1319.87158203125 818.8119506835938],0.6338677406311035,OJ06EPC,0.15416027798104429
758,358.0,[1248.42333984375 787.1759033203125 1330.9676513671875 827.054443359375],[1248.42333984375 787.1759033203125 1330.9676513671875 827.054443359375],0.5772812366485596,GJ06EPD,0.2577617732546342
761,358.0,[1250.80615234375 796.695556640625 1331.4840087890625 833.6883544921875],[1250.80615234375 796.695556640625 1331.4840087890625 833.6883544921875],0.6006118655204773,GU06EPO,0.06536973378681343
763,358.0,[1252.8916015625 800.5830078125 1331.8641357421875 840.3367919921875],[1252.8916015625 800.5830078125 1331.8641357421875 840.3367919921875],0.5735592246055603,GJ06EPO,0.15325708187528386
765,358.0,[1247.896484375 803.1866455078125 1331.323486328125 845.1245727539062],[1247.896484375 803.1866455078125 1331.323486328125 845.1245727539062],0.6227325201034546,GJ06EPD,0.46980299176342427
766,358.0,[1254.301513671875 804.446044921875 1335.0247802734375 845.5660400390625],[1254.301513671875 804.446044921875 1335.0247802734375 845.5660400390625],0.5922936797142029,GJ06EPD,0.22912625906997255
771,358.0,[1256.4840087890625 821.9212646484375 1333.8544921875 856.1224365234375],[1256.4840087890625 821.9212646484375 1333.8544921875 856.1224365234375],0.5554403066635132,GJ06EPD,0.7807157259282945
772,358.0,[1259.3780517578125 823.2642822265625 1333.2933349609375 861.00390625],[1259.3780517578125 823.2642822265625 1333.2933349609375 861.00390625],0.5785558223724365,GJ06EPD,0.2654247831190669
774,728.0,[594.4198608398438 769.74853515625 674.874755859375 809.676025390625],[594.4198608398438 769.74853515625 674.874755859375 809.676025390625],0.6332698464393616,LW15ZZC,0.13883534942310716
776,358.0,[1254.3343505859375 828.9591064453125 1337.45654296875 870.4837646484375],[1254.3343505859375 828.9591064453125 1337.45654296875 870.4837646484375],0.5925806760787964,IJ06EPD,0.2721890205308825
777,358.0,[1253.410400390625 829.896240234375 1338.2274169921875 873.5299072265625],[1253.410400390625 829.896240234375 1338.2274169921875 873.5299072265625],0.6471428871154785,IG30GAD,0.07976598735281996
778,358.0,[1255.2166748046875 835.1098022460938 1337.4449462890625 875.2077026367188],[1255.2166748046875 835.1098022460938 1337.4449462890625 875.2077026367188],0.6131449937820435,TJ06EPD,0.37720086351461135
779,358.0,[1254.86279296875 837.4185791015625 1337.4510498046875 875.9952392578125],[1254.86279296875 837.4185791015625 1337.4510498046875 875.9952392578125],0.6219318509101868,GJ06EPO,0.286657891940369
782,358.0,[1256.7908935546875 843.1045532226562 1342.9072265625 883.8803100585938],[1256.7908935546875 843.1045532226562 1342.9072265625 883.8803100585938],0.6122194528579712,GJ05EPD,0.4517819642386282
783,358.0,[1255.604736328125 847.040283203125 1344.00439453125 890.700927734375],[1255.604736328125 847.040283203125 1344.00439453125 890.700927734375],0.6278417706489563,GJ06EPO,0.10932969105871072
784,358.0,[1252.5557861328125 848.8790283203125 1342.2677001953125 892.493896484375],[1252.5557861328125 848.8790283203125 1342.2677001953125 892.493896484375],0.6059537529945374,GJ06EPD,0.17753496891432022
785,358.0,[1254.492431640625 850.5828857421875 1342.734619140625 897.2476806640625],[1254.492431640625 850.5828857421875 1342.734619140625 897.2476806640625],0.6040412187576294,GJ05EPD,0.2179805142631276
787,358.0,[1259.9378662109375 858.6106567382812 1344.376953125 899.3424682617188],[1259.9378662109375 858.6106567382812 1344.376953125 899.3424682617188],0.618190586566925,GJ06EPD,0.11085572702017102
788,358.0,[1256.928466796875 861.9210205078125 1345.80078125 901.0836181640625],[1256.928466796875 861.9210205078125 1345.80078125 901.0836181640625],0.6353505849838257,GJ06EPD,0.19286758146902364
789,728.0,[576.6009521484375 804.227783203125 657.8871459960938 846.7027587890625],[576.6009521484375 804.227783203125 657.8871459960938 846.7027587890625],0.6432934403419495,LA15EZC,0.07775125268406145
789,358.0,[1259.1236572265625 868.3040771484375 1345.32568359375 903.0882568359375],[1259.1236572265625 868.3040771484375 1345.32568359375 903.0882568359375],0.6233155131340027,GJ06EPO,0.19092762683834744
793,358.0,[1262.46728515625 876.7293090820312 1343.7012939453125 917.9571533203125],[1262.46728515625 876.7293090820312 1343.7012939453125 917.9571533203125],0.5831537246704102,OJ06EPO,0.21149577433799763
794,358.0,[1260.0015869140625 876.2325439453125 1345.5225830078125 920.6495361328125],[1260.0015869140625 876.2325439453125 1345.5225830078125 920.6495361328125],0.5788504481315613,OJ06EPD,0.2772053379156055
795,358.0,[1261.530029296875 880.3502197265625 1346.0489501953125 923.0167236328125],[1261.530029296875 880.3502197265625 1346.0489501953125 923.0167236328125],0.6294258832931519,OJ06EPD,0.10983757846262145
797,358.0,[1263.3515625 889.275146484375 1343.9853515625 925.219482421875],[1263.3515625 889.275146484375 1343.9853515625 925.219482421875],0.6116939187049866,OJ06EPE,0.10901613050340919
801,728.0,[555.8423461914062 836.187744140625 642.1212768554688 876.9964599609375],[555.8423461914062 836.187744140625 642.1212768554688 876.9964599609375],0.6353092193603516,LI15ZZC,0.41917454233604823
805,358.0,[1264.933837890625 909.9310913085938 1353.731689453125 950.0509643554688],[1264.933837890625 909.9310913085938 1353.731689453125 950.0509643554688],0.6169748306274414,DJ05EPD,0.349690759247978
809,358.0,[1263.6612548828125 922.147705078125 1358.5208740234375 968.7249755859375],[1263.6612548828125 922.147705078125 1358.5208740234375 968.7249755859375],0.6269656419754028,GJ05EPD,0.8985560826242859
